fullName,symbol,numOfTransactions,open,high,low,closingPrice,date
"NEPAL FINANCE & SAVING CO. LTD","NFS",155,303,303,290.1,295,"2022-05-08"
"NEPAL FINANCE & SAVING CO. LTD","NFS",185,317,317,295,298,"2022-05-05"
"NEPAL FINANCE & SAVING CO. LTD","NFS",351,317,340,313,317,"2022-05-04"
"NEPAL FINANCE & SAVING CO. LTD","NFS",840,510,514,459,459,"2022-05-02"
"NEPAL FINANCE & SAVING CO. LTD","NFS",584,511,527,507,510,"2022-04-28"
"NEPAL FINANCE & SAVING CO. LTD","NFS",768,478,505.8,475,501,"2022-04-27"
"NEPAL FINANCE & SAVING CO. LTD","NFS",103,465,480.1,464,469,"2022-04-26"
"NEPAL FINANCE & SAVING CO. LTD","NFS",201,485,485,462,465,"2022-04-25"
"NEPAL FINANCE & SAVING CO. LTD","NFS",210,453,489.5,445.9,479,"2022-04-24"
"NEPAL FINANCE & SAVING CO. LTD","NFS",322,451,452,425,445,"2022-04-21"
"NEPAL FINANCE & SAVING CO. LTD","NFS",93,495.9,495.9,460,460,"2022-04-20"
"NEPAL FINANCE & SAVING CO. LTD","NFS",140,494.8,495,477,487.2,"2022-04-19"
"NEPAL FINANCE & SAVING CO. LTD","NFS",144,510.1,511,484.2,485.6,"2022-04-18"
"NEPAL FINANCE & SAVING CO. LTD","NFS",86,530,530,508.7,510.1,"2022-04-17"
"NEPAL FINANCE & SAVING CO. LTD","NFS",131,530,535,513,527,"2022-04-13"
"NEPAL FINANCE & SAVING CO. LTD","NFS",114,540.2,551,520,529,"2022-04-12"
"NEPAL FINANCE & SAVING CO. LTD","NFS",85,570.1,581.5,550.1,550.5,"2022-04-11"
"NEPAL FINANCE & SAVING CO. LTD","NFS",107,565,572,558,559,"2022-04-07"
"NEPAL FINANCE & SAVING CO. LTD","NFS",105,558,568,550,560,"2022-04-06"
"NEPAL FINANCE & SAVING CO. LTD","NFS",135,595,595,566,569,"2022-04-05"
"NEPAL FINANCE & SAVING CO. LTD","NFS",59,593,602,587.3,590,"2022-04-04"
"NEPAL FINANCE & SAVING CO. LTD","NFS",71,615,615,596,598,"2022-04-03"
"NEPAL FINANCE & SAVING CO. LTD","NFS",139,592,614,592,611,"2022-03-31"
"NEPAL FINANCE & SAVING CO. LTD","NFS",273,597.1,617,585,600.1,"2022-03-30"
"NEPAL FINANCE & SAVING CO. LTD","NFS",123,623,623,600,605,"2022-03-29"
"NEPAL FINANCE & SAVING CO. LTD","NFS",154,602,623.2,602,612,"2022-03-28"
"NEPAL FINANCE & SAVING CO. LTD","NFS",189,645,645,610,611,"2022-03-27"
"NEPAL FINANCE & SAVING CO. LTD","NFS",466,677.2,677.2,633,633,"2022-03-24"
"NEPAL FINANCE & SAVING CO. LTD","NFS",504,680,680,654,664,"2022-03-23"
"NEPAL FINANCE & SAVING CO. LTD","NFS",112,675,687,667,667,"2022-03-22"
"NEPAL FINANCE & SAVING CO. LTD","NFS",156,679,680,660,675,"2022-03-21"
"NEPAL FINANCE & SAVING CO. LTD","NFS",134,674.3,687.7,663,669,"2022-03-20"
"NEPAL FINANCE & SAVING CO. LTD","NFS",177,669,695,665.1,688,"2022-03-16"
"NEPAL FINANCE & SAVING CO. LTD","NFS",162,687,687,655,669,"2022-03-15"
"NEPAL FINANCE & SAVING CO. LTD","NFS",53,670,678,660,673.9,"2022-03-14"
"NEPAL FINANCE & SAVING CO. LTD","NFS",268,655,678.4,652,675,"2022-03-13"
"NEPAL FINANCE & SAVING CO. LTD","NFS",134,610.1,649.9,610.1,647,"2022-03-10"
"NEPAL FINANCE & SAVING CO. LTD","NFS",113,640,640,615,621,"2022-03-09"
"NEPAL FINANCE & SAVING CO. LTD","NFS",117,649,649,621.1,640,"2022-03-07"
"NEPAL FINANCE & SAVING CO. LTD","NFS",114,640,650,628,638,"2022-03-06"
"NEPAL FINANCE & SAVING CO. LTD","NFS",236,651.1,665,630,638,"2022-03-02"
"NEPAL FINANCE & SAVING CO. LTD","NFS",144,676,680,659.7,660,"2022-02-28"
"NEPAL FINANCE & SAVING CO. LTD","NFS",110,680,694,667.1,675,"2022-02-27"
"NEPAL FINANCE & SAVING CO. LTD","NFS",223,702.7,702.7,668,670,"2022-02-24"
"NEPAL FINANCE & SAVING CO. LTD","NFS",108,715,717.9,688,689,"2022-02-23"
"NEPAL FINANCE & SAVING CO. LTD","NFS",166,719,719,705,714.9,"2022-02-22"
"NEPAL FINANCE & SAVING CO. LTD","NFS",228,690,718.8,684.1,715,"2022-02-21"
