fullName,symbol,numOfTransactions,open,high,low,closingPrice,date
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",159,302.4,314,302.1,311.1,"2023-03-27"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",174,301,308,300.3,305,"2023-03-26"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",154,311,311,305,306.4,"2023-03-23"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",258,314,319.5,312,315,"2023-03-22"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",157,303.5,313,303.5,313,"2023-03-20"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",143,300,310,300,306,"2023-03-19"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",155,301.6,308,300,302,"2023-03-16"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",103,303,308,303,307.7,"2023-03-15"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",155,300.7,311,300.7,306,"2023-03-14"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",106,304.5,306,301,306,"2023-03-13"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",163,313,314,306,306.3,"2023-03-12"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",219,302,313.7,302,313.7,"2023-03-09"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",109,292.2,305,292.2,302.1,"2023-03-07"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",143,300,301,294.5,297.5,"2023-03-05"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",105,302,303,297.2,300.5,"2023-03-02"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",109,305.2,311,305.2,305.3,"2023-03-01"
"RASUWAGADHI HYDROPOWER COMPANY LIMITED","RHPL",193,302.6,312,302.6,308.9,"2023-02-28"
